,price_aprox_usd,surface_total_in_m2,rooms,price_usd_per_m2,barrio
9828,129570.0,38.0,1.0,3409.736842105264,BELGRANO
9831,425000.0,80.0,3.0,5312.5,BELGRANO
9832,280000.0,75.0,4.0,3733.333333333334,BELGRANO
9833,170000.0,49.0,2.0,3469.387755102041,BELGRANO
9836,138000.0,54.0,2.0,2555.555555555556,BELGRANO
9837,145000.0,49.0,3.0,2959.183673469388,BELGRANO
9838,145000.0,49.0,3.0,2959.183673469388,BELGRANO
9840,225000.0,74.0,4.0,3040.540540540541,BELGRANO
9841,420000.0,90.0,3.0,4666.666666666667,BELGRANO
9842,185000.0,60.0,3.0,3083.333333333333,BELGRANO
9844,465000.0,175.0,5.0,2657.142857142857,BELGRANO
9845,199420.0,57.0,2.0,3498.59649122807,BELGRANO
9846,279000.0,75.0,3.0,3720.0,BELGRANO
9847,309500.0,115.0,4.0,2691.304347826087,BELGRANO
9848,485000.0,138.0,3.0,3514.4927536231885,BELGRANO
9849,125000.0,58.0,3.0,2155.172413793104,BELGRANO
9851,225000.0,63.0,2.0,3571.428571428572,BELGRANO
9852,290000.0,91.0,4.0,3186.8131868131877,BELGRANO
9853,570000.0,110.0,4.0,5181.818181818182,BELGRANO
9854,179000.0,46.0,2.0,3891.304347826087,BELGRANO
9855,198000.0,43.0,1.0,4604.651162790698,BELGRANO
9856,198000.0,43.0,2.0,4604.651162790698,BELGRANO
9858,199000.0,50.0,2.0,3980.0,BELGRANO
9861,315000.0,121.0,4.0,2603.305785123967,BELGRANO
9864,340000.0,67.0,2.0,5074.626865671642,BELGRANO
9865,235000.0,70.0,3.0,3357.142857142857,BELGRANO
9866,179000.0,56.0,2.0,3196.428571428572,BELGRANO
9867,380000.0,128.0,5.0,2968.75,BELGRANO
9868,275000.0,50.0,2.0,5500.0,BELGRANO
9869,485000.0,183.0,4.0,2650.2732240437163,BELGRANO
9873,156305.0,44.0,1.0,3552.3863636363635,BELGRANO
9874,310000.0,143.0,3.0,2167.832167832168,BELGRANO
9880,149000.0,60.0,1.0,2483.333333333333,BELGRANO
9881,270000.0,81.0,1.0,3333.333333333333,BELGRANO
9885,270000.0,154.0,4.0,1753.246753246753,BELGRANO
9887,130000.0,41.0,1.0,3170.731707317073,BELGRANO
9888,280000.0,111.0,4.0,2522.522522522522,BELGRANO
9889,460000.0,155.0,5.0,2967.7419354838707,BELGRANO
9890,400000.0,88.0,2.0,4545.454545454545,BELGRANO
9891,250000.0,55.0,1.0,4545.454545454545,BELGRANO
9892,234000.0,85.0,3.0,2752.9411764705883,BELGRANO
9893,195000.0,47.0,2.0,4148.936170212766,BELGRANO
9894,145000.0,50.0,2.0,2900.0,BELGRANO
9897,320000.0,99.0,4.0,3232.3232323232323,BELGRANO
9898,390000.0,150.0,5.0,2600.0,BELGRANO
9902,328000.0,88.0,4.0,3727.272727272728,BELGRANO
9903,210000.0,55.0,2.0,3818.181818181818,BELGRANO
9905,390000.0,86.0,3.0,4534.883720930233,BELGRANO
9907,109000.0,47.0,2.0,2319.148936170213,BELGRANO
9910,199000.0,60.0,2.0,3316.666666666666,BELGRANO
9911,115000.0,44.0,2.0,2613.6363636363635,BELGRANO
9912,194500.0,56.0,2.0,3473.214285714286,BELGRANO
9916,350000.0,126.0,4.0,2777.777777777778,BELGRANO
9919,380000.0,128.0,4.0,2968.75,BELGRANO
9920,120000.0,44.0,1.0,2727.2727272727275,BELGRANO
9921,220000.0,54.0,2.0,4074.074074074074,BELGRANO
9923,158900.0,51.0,1.0,3115.686274509804,BELGRANO
9926,120000.0,45.0,1.0,2666.6666666666665,BELGRANO
9927,239000.0,85.0,4.0,2811.7647058823527,BELGRANO
9929,295000.0,66.0,2.0,4469.69696969697,BELGRANO
9930,143000.0,47.0,1.0,3042.5531914893622,BELGRANO
9931,165000.0,40.0,1.0,4125.0,BELGRANO
9932,192000.0,55.0,2.0,3490.909090909091,BELGRANO
9934,399000.0,155.0,4.0,2574.193548387097,BELGRANO
9935,500000.0,116.0,3.0,4310.344827586207,BELGRANO
9936,170000.0,54.0,2.0,3148.1481481481487,BELGRANO
9937,270000.0,88.0,3.0,3068.181818181818,BELGRANO
9940,370000.0,133.0,4.0,2781.954887218045,BELGRANO
9941,170000.0,50.0,2.0,3400.0,BELGRANO
9943,349000.0,151.0,4.0,2311.2582781456954,BELGRANO
9944,198000.0,50.0,2.0,3960.0,BELGRANO
9945,450000.0,145.0,4.0,3103.4482758620693,BELGRANO
9947,180000.0,50.0,2.0,3600.0,BELGRANO
9948,121800.0,40.0,1.0,3045.0,BELGRANO
9949,155000.0,54.0,1.0,2870.3703703703704,BELGRANO
9950,219000.0,55.0,2.0,3981.818181818182,BELGRANO
9952,250000.0,61.0,2.0,4098.360655737705,BELGRANO
9953,285000.0,61.0,2.0,4672.131147540984,BELGRANO
9955,189000.0,59.0,3.0,3203.389830508475,BELGRANO
9956,121800.0,42.0,1.0,2900.0,BELGRANO
9957,255000.0,75.0,1.0,3400.0,BELGRANO
9958,189000.0,59.0,3.0,3203.389830508475,BELGRANO
9961,195000.0,51.0,2.0,3823.529411764706,BELGRANO
9962,235000.0,79.0,4.0,2974.6835443037976,BELGRANO
9963,380000.0,165.0,4.0,2303.030303030303,BELGRANO
9964,420000.0,159.0,5.0,2641.509433962264,BELGRANO
9965,380000.0,128.0,4.0,2968.75,BELGRANO
9966,257000.0,79.0,3.0,3253.164556962025,BELGRANO
9967,180000.0,63.0,3.0,2857.142857142857,BELGRANO
9968,278000.0,93.0,4.0,2989.247311827957,BELGRANO
9970,165000.0,47.0,2.0,3510.638297872341,BELGRANO
9971,99500.0,54.0,2.0,1842.5925925925928,BELGRANO
9972,510000.0,180.0,4.0,2833.333333333333,BELGRANO
9973,120000.0,46.0,3.0,2608.695652173913,BELGRANO
9974,185000.0,81.0,2.0,2283.9506172839506,BELGRANO
9980,430000.0,146.0,5.0,2945.205479452055,BELGRANO
9984,210000.0,83.0,3.0,2530.120481927711,BELGRANO
9986,218000.0,100.0,2.0,2180.0,BELGRANO
9990,112000.0,37.0,1.0,3027.027027027027,BELGRANO
9995,235000.0,90.0,3.0,2611.1111111111118,BELGRANO
9996,110000.0,37.0,1.0,2972.972972972973,BELGRANO
9998,349000.0,120.0,3.0,2908.333333333333,BELGRANO
9999,550000.0,196.0,4.0,2806.1224489795923,BELGRANO
10000,257000.0,87.0,4.0,2954.022988505747,BELGRANO
10003,315000.0,150.0,3.0,2100.0,BELGRANO
10004,267000.0,87.0,3.0,3068.9655172413795,BELGRANO
10005,264000.0,86.0,3.0,3069.767441860465,BELGRANO
10006,275000.0,87.0,3.0,3160.919540229885,BELGRANO
10007,272000.0,86.0,3.0,3162.7906976744184,BELGRANO
10008,283000.0,87.0,3.0,3252.873563218391,BELGRANO
10011,365000.0,131.0,4.0,2786.259541984733,BELGRANO
10013,124000.0,39.0,3.0,3179.48717948718,BELGRANO
10014,300000.0,84.0,3.0,3571.428571428572,BELGRANO
10016,379750.0,109.0,4.0,3483.9449541284407,BELGRANO
10017,295000.0,71.0,3.0,4154.929577464789,BELGRANO
10018,430000.0,160.0,3.0,2687.5,BELGRANO
10019,275000.0,179.0,3.0,1536.3128491620112,BELGRANO
10021,135000.0,65.0,3.0,2076.923076923077,BELGRANO
10023,198000.0,68.0,2.0,2911.7647058823527,BELGRANO
10025,335000.0,115.0,4.0,2913.043478260869,BELGRANO
10027,279000.0,94.0,4.0,2968.085106382979,BELGRANO
10028,245000.0,132.0,3.0,1856.060606060606,BELGRANO
10030,220000.0,70.0,4.0,3142.857142857143,BELGRANO
10032,185000.0,55.0,3.0,3363.6363636363635,BELGRANO
10033,185000.0,55.0,3.0,3363.6363636363635,BELGRANO
10036,429000.0,186.0,4.0,2306.451612903226,BELGRANO
10038,400000.0,165.0,5.0,2424.242424242424,BELGRANO
10041,129000.0,38.0,1.0,3394.736842105264,BELGRANO
10042,167000.0,47.0,2.0,3553.191489361702,BELGRANO
10043,219000.0,95.0,4.0,2305.263157894737,BELGRANO
10044,228000.0,80.0,3.0,2850.0,BELGRANO
10046,199000.0,69.0,2.0,2884.057971014493,BELGRANO
10047,469000.0,84.0,3.0,5583.333333333332,BELGRANO
10048,185000.0,115.0,3.0,1608.695652173913,BELGRANO
10050,265000.0,92.0,4.0,2880.4347826086955,BELGRANO
10051,450000.0,158.0,4.0,2848.101265822785,BELGRANO
10054,107000.0,41.0,1.0,2609.756097560976,BELGRANO
10055,138000.0,52.0,2.0,2653.846153846154,BELGRANO
10056,182000.0,66.0,2.0,2757.575757575757,BELGRANO
10057,182000.0,45.0,1.0,4044.444444444444,BELGRANO
10058,251000.0,63.0,2.0,3984.126984126984,BELGRANO
10059,180000.0,64.0,1.0,2812.5,BELGRANO
10060,335000.0,108.0,4.0,3101.851851851852,BELGRANO
10061,299000.0,115.0,3.0,2600.0,BELGRANO
10062,520000.0,174.0,4.0,2988.5057471264367,BELGRANO
10063,180000.0,49.0,2.0,3673.4693877551017,BELGRANO
10064,300000.0,69.0,4.0,4347.826086956522,BELGRANO
10065,185000.0,66.0,3.0,2803.0303030303025,BELGRANO
10069,110000.0,42.0,1.0,2619.04761904762,BELGRANO
10070,114000.0,42.0,1.0,2714.285714285714,BELGRANO
10071,112000.0,43.0,1.0,2604.651162790697,BELGRANO
10072,210000.0,76.0,4.0,2763.157894736842,BELGRANO
10073,198000.0,71.0,2.0,2788.732394366197,BELGRANO
10075,168000.0,79.0,3.0,2126.5822784810125,BELGRANO
10076,550000.0,205.0,3.0,2682.926829268293,BELGRANO
10077,155000.0,53.0,3.0,2924.528301886793,BELGRANO
10078,262000.0,76.0,3.0,3447.368421052632,BELGRANO
10079,156000.0,70.0,2.0,2228.5714285714284,BELGRANO
10080,280000.0,75.0,3.0,3733.333333333334,BELGRANO
10083,300000.0,195.0,2.0,1538.4615384615383,BELGRANO
10090,280000.0,92.0,3.0,3043.478260869565,BELGRANO
10091,144000.0,49.0,2.0,2938.775510204081,BELGRANO
10092,135000.0,52.0,2.0,2596.153846153846,BELGRANO
10094,190000.0,58.0,2.0,3275.8620689655168,BELGRANO
10095,170000.0,71.0,3.0,2394.3661971830984,BELGRANO
10097,168000.0,80.0,3.0,2100.0,BELGRANO
10098,229000.0,65.0,3.0,3523.076923076924,BELGRANO
10101,105000.0,40.0,1.0,2625.0,BELGRANO
10104,445000.0,131.0,4.0,3396.946564885496,BELGRANO
10106,190000.0,48.0,2.0,3958.333333333334,BELGRANO
10108,185000.0,45.0,2.0,4111.11111111111,BELGRANO
10109,349000.0,151.0,4.0,2311.2582781456954,BELGRANO
10112,150000.0,70.0,2.0,2142.8571428571427,BELGRANO
10113,210000.0,74.0,3.0,2837.837837837838,BELGRANO
10114,520000.0,87.0,3.0,5977.0114942528735,BELGRANO
10116,379000.0,143.0,4.0,2650.3496503496503,BELGRANO
10118,203280.0,51.0,1.0,3985.8823529411766,BELGRANO
10123,299000.0,96.0,4.0,3114.583333333333,BELGRANO
10124,520000.0,156.0,5.0,3333.333333333333,BELGRANO
10125,164900.0,44.0,1.0,3747.727272727273,BELGRANO
10126,145000.0,42.0,1.0,3452.3809523809527,BELGRANO
10127,143000.0,38.0,1.0,3763.157894736842,BELGRANO
10129,530000.0,89.0,3.0,5955.056179775281,BELGRANO
10131,220000.0,70.0,4.0,3142.857142857143,BELGRANO
10132,125000.0,40.0,2.0,3125.0,BELGRANO
10133,215000.0,47.0,2.0,4574.468085106383,BELGRANO
10134,370000.0,125.0,4.0,2960.0,BELGRANO
10136,361000.0,79.0,3.0,4569.620253164557,BELGRANO
10139,580000.0,114.0,4.0,5087.719298245615,BELGRANO
10141,162000.0,67.0,3.0,2417.910447761194,BELGRANO
10143,200000.0,75.0,3.0,2666.6666666666665,BELGRANO
10147,167000.0,64.0,2.0,2609.375,BELGRANO
10150,230000.0,73.0,3.0,3150.684931506849,BELGRANO
10151,250000.0,81.0,4.0,3086.41975308642,BELGRANO
10152,165000.0,39.0,1.0,4230.769230769231,BELGRANO
10153,360000.0,132.0,4.0,2727.2727272727275,BELGRANO
10158,170000.0,60.0,2.0,2833.333333333333,BELGRANO
10161,580000.0,114.0,3.0,5087.719298245615,BELGRANO
10162,325000.0,105.0,2.0,3095.238095238096,BELGRANO
10163,395000.0,188.0,3.0,2101.0638297872338,BELGRANO
10165,315000.0,99.0,3.0,3181.818181818182,BELGRANO
10166,120000.0,46.0,2.0,2608.695652173913,BELGRANO
10167,495000.0,146.0,3.0,3390.410958904109,BELGRANO
10169,119000.0,53.0,2.0,2245.2830188679245,BELGRANO
10171,230000.0,63.0,1.0,3650.7936507936506,BELGRANO
10172,175000.0,85.0,3.0,2058.8235294117653,BELGRANO
10174,249000.0,133.0,3.0,1872.18045112782,BELGRANO
10175,249000.0,74.0,3.0,3364.864864864865,BELGRANO
10178,150000.0,68.0,2.0,2205.8823529411766,BELGRANO
10179,250000.0,112.0,3.0,2232.1428571428573,BELGRANO
10183,125000.0,53.0,3.0,2358.490566037736,BELGRANO
10185,349000.0,100.0,3.0,3490.0,BELGRANO
10211,169000.0,98.0,3.0,1724.4897959183672,BELGRANO
10212,159000.0,55.0,3.0,2890.909090909091,BELGRANO
10215,145000.0,50.0,2.0,2900.0,BELGRANO
10217,238000.0,68.0,2.0,3500.0,BELGRANO
10218,161000.0,45.0,1.0,3577.777777777778,BELGRANO
10219,133000.0,38.0,1.0,3500.0,BELGRANO
10220,149000.0,43.0,1.0,3465.116279069768,BELGRANO
10221,248000.0,68.0,2.0,3647.058823529412,BELGRANO
10222,157000.0,43.0,1.0,3651.1627906976746,BELGRANO
10223,251000.0,68.0,2.0,3691.176470588234,BELGRANO
10224,170000.0,45.0,1.0,3777.777777777778,BELGRANO
10225,141000.0,38.0,1.0,3710.526315789473,BELGRANO
10226,160000.0,43.0,1.0,3720.930232558139,BELGRANO
10227,255000.0,68.0,2.0,3750.0,BELGRANO
10228,172000.0,45.0,1.0,3822.222222222222,BELGRANO
10229,143000.0,38.0,1.0,3763.157894736842,BELGRANO
10232,420000.0,210.0,5.0,2000.0,BELGRANO
10233,330000.0,100.0,4.0,3300.0,BELGRANO
10235,160000.0,65.0,2.0,2461.538461538461,BELGRANO
10239,325000.0,105.0,3.0,3095.238095238096,BELGRANO
10240,145000.0,57.0,3.0,2543.859649122807,BELGRANO
10241,119000.0,42.0,2.0,2833.333333333333,BELGRANO
10242,338000.0,94.0,3.0,3595.744680851064,BELGRANO
10243,159000.0,45.0,2.0,3533.333333333333,BELGRANO
10244,250000.0,73.0,3.0,3424.657534246576,BELGRANO
10245,239000.0,73.0,3.0,3273.972602739726,BELGRANO
10246,235000.0,73.0,3.0,3219.178082191781,BELGRANO
10247,244000.0,76.0,3.0,3210.5263157894733,BELGRANO
10248,150000.0,45.0,2.0,3333.333333333333,BELGRANO
10249,156000.0,47.0,2.0,3319.148936170213,BELGRANO
10250,347000.0,94.0,3.0,3691.489361702129,BELGRANO
10251,477000.0,136.0,5.0,3507.3529411764707,BELGRANO
10252,514000.0,136.0,5.0,3779.4117647058815,BELGRANO
10253,384000.0,94.0,3.0,4085.106382978724,BELGRANO
10254,155000.0,56.0,3.0,2767.857142857143,BELGRANO
10255,320000.0,169.0,4.0,1893.4911242603548,BELGRANO
10256,135000.0,48.0,2.0,2812.5,BELGRANO
10257,349000.0,155.0,4.0,2251.612903225807,BELGRANO
10258,260000.0,98.0,5.0,2653.061224489796,BELGRANO
10259,172000.0,65.0,3.0,2646.153846153846,BELGRANO
10260,315000.0,124.0,4.0,2540.322580645161,BELGRANO
10262,500000.0,121.0,3.0,4132.231404958678,BELGRANO
10263,210000.0,50.0,1.0,4200.0,BELGRANO
10264,245000.0,61.0,2.0,4016.393442622951,BELGRANO
10267,365000.0,116.0,3.0,3146.5517241379307,BELGRANO
10269,220000.0,67.0,3.0,3283.582089552239,BELGRANO
10270,402000.0,83.0,3.0,4843.373493975902,BELGRANO
10275,390000.0,170.0,5.0,2294.1176470588234,BELGRANO
10277,245000.0,70.0,3.0,3500.0,BELGRANO
10278,240000.0,52.0,2.0,4615.384615384615,BELGRANO
10280,215000.0,63.0,3.0,3412.6984126984125,BELGRANO
10282,220000.0,67.0,3.0,3283.582089552239,BELGRANO
10284,295000.0,126.0,5.0,2341.269841269841,BELGRANO
10285,115000.0,54.0,2.0,2129.6296296296296,BELGRANO
10286,370000.0,88.0,3.0,4204.545454545455,BELGRANO
10287,182000.0,65.0,3.0,2800.0,BELGRANO
10288,260000.0,85.0,4.0,3058.8235294117653,BELGRANO
10289,142000.0,46.0,2.0,3086.95652173913,BELGRANO
10290,250000.0,81.0,4.0,3086.41975308642,BELGRANO
10291,439000.0,186.0,5.0,2360.2150537634407,BELGRANO
10292,298000.0,68.0,3.0,4382.35294117647,BELGRANO
10293,230000.0,85.0,2.0,2705.882352941177,BELGRANO
10294,258000.0,160.0,3.0,1612.5,BELGRANO
10296,175000.0,52.0,2.0,3365.384615384615,BELGRANO
10298,220000.0,84.0,3.0,2619.04761904762,BELGRANO
10300,210000.0,73.0,3.0,2876.7123287671234,BELGRANO
10301,220000.0,67.0,3.0,3283.582089552239,BELGRANO
10302,149000.0,67.0,2.0,2223.8805970149256,BELGRANO
10304,430000.0,123.0,4.0,3495.9349593495936,BELGRANO
10306,159000.0,52.0,2.0,3057.692307692308,BELGRANO
10307,180000.0,61.0,2.0,2950.8196721311474,BELGRANO
10309,490000.0,138.0,4.0,3550.7246376811595,BELGRANO
10310,167000.0,58.0,3.0,2879.310344827586,BELGRANO
10312,160000.0,63.0,3.0,2539.68253968254,BELGRANO
10313,151498.0,41.0,1.0,3695.0731707317073,BELGRANO
10314,380000.0,150.0,5.0,2533.333333333333,BELGRANO
10315,269000.0,62.0,2.0,4338.709677419355,BELGRANO
10316,285000.0,108.0,4.0,2638.8888888888887,BELGRANO
10319,142000.0,46.0,2.0,3086.95652173913,BELGRANO
10320,135000.0,45.0,1.0,3000.0,BELGRANO
10324,99000.0,41.0,2.0,2414.634146341464,BELGRANO
10325,257000.0,78.0,3.0,3294.871794871795,BELGRANO
10335,160000.0,53.0,3.0,3018.867924528302,BELGRANO
10336,440000.0,200.0,4.0,2200.0,BELGRANO
10337,285000.0,77.0,3.0,3701.298701298701,BELGRANO
10338,195000.0,46.0,2.0,4239.130434782609,BELGRANO
10339,205000.0,41.0,1.0,5000.0,BELGRANO
10340,260000.0,90.0,3.0,2888.888888888889,BELGRANO
10341,170000.0,60.0,2.0,2833.333333333333,BELGRANO
10343,340000.0,143.0,3.0,2377.622377622378,BELGRANO
10344,119000.0,48.0,2.0,2479.1666666666665,BELGRANO
10345,520000.0,164.0,4.0,3170.731707317073,BELGRANO
10346,180000.0,64.0,3.0,2812.5,BELGRANO
10347,190000.0,47.0,2.0,4042.553191489362,BELGRANO
10349,379000.0,106.0,4.0,3575.471698113208,BELGRANO
10350,195000.0,57.0,2.0,3421.052631578948,BELGRANO
10351,245000.0,80.0,3.0,3062.5,BELGRANO
10352,110000.0,41.0,1.0,2682.926829268293,BELGRANO
10353,485000.0,90.0,3.0,5388.88888888889,BELGRANO
10354,230000.0,55.0,3.0,4181.818181818182,BELGRANO
10355,140000.0,53.0,3.0,2641.509433962264,BELGRANO
10356,270000.0,100.0,4.0,2700.0,BELGRANO
10357,295000.0,110.0,3.0,2681.818181818182,BELGRANO
10358,178000.0,63.0,3.0,2825.396825396825,BELGRANO
10359,150000.0,59.0,3.0,2542.372881355933,BELGRANO
10361,129000.0,38.0,1.0,3394.736842105264,BELGRANO
10362,121000.0,37.0,1.0,3270.2702702702704,BELGRANO
10363,290000.0,83.0,3.0,3493.975903614458,BELGRANO
10364,180000.0,66.0,3.0,2727.2727272727275,BELGRANO
10365,346000.0,124.0,4.0,2790.322580645161,BELGRANO
10366,410000.0,133.0,4.0,3082.706766917293,BELGRANO
10369,255000.0,100.0,5.0,2550.0,BELGRANO
10370,250000.0,89.0,3.0,2808.988764044944,BELGRANO
10371,164000.0,43.0,1.0,3813.953488372093,BELGRANO
10372,278000.0,82.0,3.0,3390.243902439024,BELGRANO
10374,270000.0,110.0,4.0,2454.5454545454545,BELGRANO
10377,440000.0,172.0,4.0,2558.139534883721,BELGRANO
10378,225000.0,78.0,3.0,2884.615384615385,BELGRANO
10379,260000.0,74.0,3.0,3513.5135135135133,BELGRANO
10380,155000.0,55.0,3.0,2818.181818181818,BELGRANO
10383,365000.0,95.0,3.0,3842.105263157895,BELGRANO
10384,239000.0,96.0,3.0,2489.583333333333,BELGRANO
10385,239000.0,96.0,4.0,2489.583333333333,BELGRANO
10387,235000.0,50.0,1.0,4700.0,BELGRANO
10388,520000.0,220.0,5.0,2363.6363636363635,BELGRANO
10398,439000.0,186.0,4.0,2360.2150537634407,BELGRANO
10399,385000.0,111.0,4.0,3468.4684684684685,BELGRANO
10400,150000.0,51.0,2.0,2941.1764705882347,BELGRANO
10402,260000.0,66.0,4.0,3939.39393939394,BELGRANO
10403,185000.0,62.0,3.0,2983.870967741936,BELGRANO
10405,530000.0,103.0,4.0,5145.631067961165,BELGRANO
10406,117000.0,38.0,1.0,3078.947368421052,BELGRANO
10407,200000.0,62.0,3.0,3225.8064516129034,BELGRANO
10412,230000.0,66.0,1.0,3484.848484848485,BELGRANO
10413,320000.0,91.0,4.0,3516.4835164835163,BELGRANO
10414,350000.0,170.0,5.0,2058.8235294117653,BELGRANO
10415,125000.0,42.0,2.0,2976.190476190476,BELGRANO
10416,525000.0,150.0,4.0,3500.0,BELGRANO
10417,200000.0,41.0,2.0,4878.048780487805,BELGRANO
10418,125000.0,39.0,2.0,3205.128205128205,BELGRANO
10420,165000.0,52.0,3.0,3173.076923076924,BELGRANO
10421,132000.0,38.0,2.0,3473.684210526316,BELGRANO
10422,197000.0,66.0,2.0,2984.848484848485,BELGRANO
10428,430000.0,142.0,4.0,3028.1690140845067,BELGRANO
10429,129000.0,38.0,1.0,3394.736842105264,BELGRANO
10433,135000.0,39.0,2.0,3461.538461538461,BELGRANO
10434,172294.0,54.0,2.0,3190.6296296296296,BELGRANO
10435,240977.0,77.0,2.0,3129.5714285714284,BELGRANO
10436,207702.0,56.0,2.0,3708.964285714286,BELGRANO
10438,220000.0,71.0,3.0,3098.591549295775,BELGRANO
10439,335000.0,84.0,3.0,3988.095238095238,BELGRANO
10440,335000.0,84.0,4.0,3988.095238095238,BELGRANO
10442,419000.0,131.0,4.0,3198.4732824427483,BELGRANO
10444,149000.0,74.0,2.0,2013.513513513513,BELGRANO
10448,108000.0,37.0,1.0,2918.918918918919,BELGRANO
10449,146000.0,47.0,1.0,3106.3829787234044,BELGRANO
10450,131000.0,46.0,1.0,2847.826086956521,BELGRANO
10453,151000.0,38.0,1.0,3973.684210526316,BELGRANO
10456,216000.0,58.0,1.0,3724.1379310344832,BELGRANO
10458,148000.0,47.0,1.0,3148.9361702127662,BELGRANO
10459,168000.0,45.0,1.0,3733.333333333334,BELGRANO
10460,200000.0,86.0,1.0,2325.581395348837,BELGRANO
10462,209000.0,92.0,4.0,2271.7391304347825,BELGRANO
10465,143000.0,44.0,1.0,3250.0,BELGRANO
10466,126000.0,38.0,2.0,3315.7894736842104,BELGRANO
10469,130000.0,51.0,2.0,2549.019607843137,BELGRANO
10470,350000.0,113.0,4.0,3097.345132743363,BELGRANO
10471,200000.0,96.0,4.0,2083.333333333333,BELGRANO
10472,225000.0,56.0,2.0,4017.857142857143,BELGRANO
10474,150000.0,39.0,1.0,3846.1538461538457,BELGRANO
10475,108000.0,42.0,2.0,2571.428571428572,BELGRANO
10476,150000.0,38.0,2.0,3947.368421052632,BELGRANO
10477,310000.0,71.0,3.0,4366.19718309859,BELGRANO
10478,164000.0,63.0,2.0,2603.174603174604,BELGRANO
10481,280000.0,87.0,3.0,3218.390804597701,BELGRANO
10482,95000.0,45.0,2.0,2111.1111111111118,BELGRANO
10483,160000.0,50.0,2.0,3200.0,BELGRANO
10485,310000.0,137.0,3.0,2262.773722627737,BELGRANO
10486,190000.0,62.0,2.0,3064.5161290322585,BELGRANO
10487,145000.0,46.0,2.0,3152.1739130434785,BELGRANO
10488,240000.0,69.0,3.0,3478.260869565217,BELGRANO
10489,350000.0,115.0,4.0,3043.478260869565,BELGRANO
10490,210000.0,67.0,2.0,3134.328358208956,BELGRANO
10491,135000.0,46.0,3.0,2934.782608695652,BELGRANO
10492,155000.0,41.0,1.0,3780.487804878049,BELGRANO
10500,179000.0,52.0,3.0,3442.3076923076924,BELGRANO
10502,410000.0,118.0,4.0,3474.576271186441,BELGRANO
10503,170000.0,61.0,3.0,2786.88524590164,BELGRANO
10504,580000.0,114.0,4.0,5087.719298245615,BELGRANO
10507,385000.0,145.0,4.0,2655.172413793104,BELGRANO
10508,210000.0,67.0,2.0,3134.328358208956,BELGRANO
10514,285000.0,90.0,3.0,3166.666666666666,BELGRANO
10515,340000.0,102.0,3.0,3333.333333333333,BELGRANO
10516,545000.0,145.0,4.0,3758.620689655173,BELGRANO
10517,235000.0,79.0,3.0,2974.6835443037976,BELGRANO
10532,350000.0,142.0,5.0,2464.788732394366,BELGRANO
10533,490000.0,178.0,4.0,2752.808988764045,BELGRANO
10534,350000.0,142.0,4.0,2464.788732394366,BELGRANO
10538,460000.0,105.0,3.0,4380.952380952381,BELGRANO
10539,215000.0,64.0,2.0,3359.375,BELGRANO
10547,151140.0,41.0,1.0,3686.341463414634,BELGRANO
10548,219000.0,71.0,3.0,3084.507042253521,BELGRANO
10551,130000.0,80.0,3.0,1625.0,VERSALLES
10552,180000.0,90.0,3.0,2000.0,VERSALLES
10553,370000.0,167.0,5.0,2215.5688622754487,VERSALLES
10554,123000.0,75.0,1.0,1640.0,VERSALLES
10557,134900.0,45.0,2.0,2997.777777777778,VERSALLES
10566,195000.0,95.0,4.0,2052.6315789473683,VERSALLES
10568,120000.0,73.0,3.0,1643.835616438356,VERSALLES
10569,190000.0,83.0,3.0,2289.156626506024,VERSALLES
10570,150000.0,68.0,2.0,2205.8823529411766,VERSALLES
10571,185000.0,99.0,3.0,1868.6868686868688,VERSALLES
10572,135000.0,56.0,2.0,2410.714285714286,VERSALLES
10573,150000.0,67.0,3.0,2238.8059701492543,VERSALLES
10577,189900.0,142.0,4.0,1337.3239436619715,VERSALLES
10580,225000.0,110.0,3.0,2045.4545454545453,VERSALLES
10583,195000.0,75.0,2.0,2600.0,VERSALLES
10587,115000.0,61.0,1.0,1885.2459016393443,VERSALLES
10588,135000.0,57.0,2.0,2368.421052631579,VERSALLES
10589,155000.0,130.0,2.0,1192.3076923076926,VERSALLES
10592,199500.0,180.0,2.0,1108.3333333333333,VERSALLES
10593,245000.0,115.0,4.0,2130.4347826086955,VERSALLES
10594,360000.0,200.0,3.0,1800.0,VERSALLES
10595,125000.0,59.0,2.0,2118.64406779661,VERSALLES
10596,293000.0,90.0,2.0,3255.555555555556,VERSALLES
10597,200000.0,155.0,3.0,1290.3225806451612,VERSALLES
10598,140000.0,55.0,2.0,2545.454545454545,VERSALLES
10599,305000.0,160.0,6.0,1906.25,VERSALLES
10600,290000.0,170.0,4.0,1705.8823529411764,VERSALLES
10607,120000.0,55.0,3.0,2181.818181818182,VERSALLES
10608,150000.0,123.0,3.0,1219.5121951219512,VERSALLES
10611,170000.0,86.0,4.0,1976.744186046512,VERSALLES
10614,159000.0,156.0,5.0,1019.2307692307692,VERSALLES
10615,150000.0,90.0,3.0,1666.666666666667,VERSALLES
10617,90000.0,51.0,2.0,1764.7058823529412,VERSALLES
10619,190000.0,140.0,4.0,1357.142857142857,VERSALLES
10624,110000.0,46.0,2.0,2391.304347826087,PARQUE CHACABUCO
10626,131500.0,80.0,3.0,1643.75,PARQUE CHACABUCO
10627,170000.0,84.0,3.0,2023.809523809524,PARQUE CHACABUCO
