,price_aprox_usd,surface_total_in_m2,rooms,price_usd_per_m2,barrio
2669,235000.0,106.0,4.0,2216.981132075472,VILLA GRAL. MITRE
2672,185000.0,123.0,4.0,1504.0650406504064,VILLA GRAL. MITRE
2674,110000.0,41.0,1.0,2682.926829268293,VILLA GRAL. MITRE
2675,173000.0,79.0,3.0,2189.8734177215188,VILLA GRAL. MITRE
2677,159500.0,62.0,2.0,2572.5806451612907,VILLA GRAL. MITRE
2678,117000.0,45.0,1.0,2600.0,VILLA GRAL. MITRE
2679,171600.0,66.0,3.0,2600.0,VILLA GRAL. MITRE
2680,127400.0,49.0,2.0,2600.0,VILLA GRAL. MITRE
2683,128500.0,56.0,2.0,2294.642857142857,VILLA GRAL. MITRE
2684,165000.0,66.0,3.0,2500.0,VILLA GRAL. MITRE
2686,300000.0,116.0,5.0,2586.206896551724,VILLA GRAL. MITRE
2687,138000.0,67.0,3.0,2059.701492537313,VILLA GRAL. MITRE
2688,144000.0,76.0,3.0,1894.7368421052636,VILLA GRAL. MITRE
2702,145000.0,78.0,3.0,1858.9743589743591,VILLA GRAL. MITRE
2706,97000.0,61.0,1.0,1590.1639344262296,VILLA GRAL. MITRE
2708,299000.0,209.0,4.0,1430.622009569378,VILLA GRAL. MITRE
2712,144000.0,76.0,4.0,1894.7368421052636,VILLA GRAL. MITRE
2715,135000.0,67.0,4.0,2014.9253731343283,VILLA GRAL. MITRE
2717,142000.0,59.0,2.0,2406.779661016949,VILLA GRAL. MITRE
2719,160000.0,62.0,2.0,2580.6451612903224,VILLA GRAL. MITRE
2720,174900.0,77.0,4.0,2271.428571428572,VILLA GRAL. MITRE
2724,275000.0,130.0,3.0,2115.3846153846152,VILLA GRAL. MITRE
2729,133000.0,50.0,3.0,2660.0,VILLA GRAL. MITRE
2730,139000.0,67.0,3.0,2074.626865671642,VILLA GRAL. MITRE
2734,295000.0,130.0,4.0,2269.230769230769,VILLA GRAL. MITRE
2737,179000.0,90.0,3.0,1988.888888888889,VILLA GRAL. MITRE
2740,115000.0,52.0,2.0,2211.538461538461,VILLA GRAL. MITRE
2745,135000.0,50.0,3.0,2700.0,VILLA GRAL. MITRE
2746,138000.0,69.0,2.0,2000.0,VILLA GRAL. MITRE
2747,123000.0,60.0,3.0,2050.0,VILLA GRAL. MITRE
2752,127900.0,94.0,2.0,1360.6382978723404,VILLA GRAL. MITRE
2753,165000.0,75.0,2.0,2200.0,VILLA GRAL. MITRE
2757,265000.0,162.0,4.0,1635.8024691358023,VILLA GRAL. MITRE
2758,350000.0,220.0,5.0,1590.909090909091,VILLA GRAL. MITRE
2759,180000.0,96.0,3.0,1875.0,VILLA GRAL. MITRE
2760,120000.0,55.0,3.0,2181.818181818182,VILLA GRAL. MITRE
2761,119000.0,54.0,2.0,2203.703703703704,VILLA GRAL. MITRE
2769,119000.0,60.0,2.0,1983.333333333333,VILLA GRAL. MITRE
2773,112500.0,46.0,3.0,2445.6521739130435,VILLA GRAL. MITRE
2774,178000.0,99.0,3.0,1797.979797979798,VILLA GRAL. MITRE
2775,125000.0,65.0,2.0,1923.0769230769229,VILLA GRAL. MITRE
2777,134900.0,53.0,3.0,2545.2830188679245,VILLA GRAL. MITRE
2778,112500.0,46.0,3.0,2445.6521739130435,VILLA GRAL. MITRE
2779,115000.0,46.0,3.0,2500.0,VILLA GRAL. MITRE
2780,255000.0,128.0,4.0,1992.1875,VILLA GRAL. MITRE
2781,255000.0,128.0,4.0,1992.1875,VILLA GRAL. MITRE
2782,98500.0,48.0,2.0,2052.083333333333,VILLA GRAL. MITRE
2783,110000.0,40.0,2.0,2750.0,VILLA GRAL. MITRE
2784,115000.0,46.0,3.0,2500.0,VILLA GRAL. MITRE
2785,101273.56,55.0,1.0,1841.3374545454544,VILLA GRAL. MITRE
2788,125000.0,54.0,3.0,2314.8148148148152,VILLA GRAL. MITRE
2791,130000.0,53.0,3.0,2452.830188679245,VILLA GRAL. MITRE
2792,168000.0,59.0,3.0,2847.4576271186443,VILLA GRAL. MITRE
2795,178000.0,90.0,3.0,1977.7777777777771,VILLA GRAL. MITRE
2802,315000.0,66.0,2.0,4772.727272727273,RECOLETA
2805,280000.0,103.0,4.0,2718.446601941748,RECOLETA
2806,250000.0,78.0,3.0,3205.128205128205,RECOLETA
2807,339000.0,145.0,4.0,2337.9310344827586,RECOLETA
2810,345000.0,120.0,4.0,2875.0,RECOLETA
2812,340000.0,91.0,2.0,3736.263736263736,RECOLETA
2814,259000.0,80.0,3.0,3237.5,RECOLETA
2816,543789.0,131.0,4.0,4151.06106870229,RECOLETA
2818,197000.0,74.0,3.0,2662.162162162162,RECOLETA
2819,520000.0,180.0,4.0,2888.888888888889,RECOLETA
2820,225000.0,60.0,2.0,3750.0,RECOLETA
2821,480000.0,120.0,3.0,4000.0,RECOLETA
2822,370000.0,136.0,4.0,2720.5882352941176,RECOLETA
2825,320000.0,105.0,4.0,3047.619047619048,RECOLETA
2826,557021.0,138.0,4.0,4036.384057971015,RECOLETA
2827,270000.0,54.0,2.0,5000.0,RECOLETA
2830,295000.0,100.0,3.0,2950.0,RECOLETA
2831,284000.0,96.0,3.0,2958.333333333333,RECOLETA
2832,350000.0,58.0,2.0,6034.482758620688,RECOLETA
2833,300000.0,113.0,5.0,2654.867256637169,RECOLETA
2835,185000.0,85.0,3.0,2176.4705882352937,RECOLETA
2837,380000.0,106.0,3.0,3584.9056603773583,RECOLETA
2838,185000.0,87.0,4.0,2126.436781609196,RECOLETA
2840,270000.0,72.0,3.0,3750.0,RECOLETA
2841,285000.0,100.0,3.0,2850.0,RECOLETA
2842,265000.0,76.0,3.0,3486.842105263158,RECOLETA
2845,102030.1,45.0,1.0,2267.335555555556,RECOLETA
2846,119136.73,51.0,2.0,2336.01431372549,RECOLETA
2847,325000.0,124.0,3.0,2620.967741935484,RECOLETA
2850,370000.0,145.0,5.0,2551.7241379310344,RECOLETA
2851,275000.0,110.0,3.0,2500.0,RECOLETA
2852,270000.0,52.0,2.0,5192.307692307692,RECOLETA
2853,165000.0,64.0,3.0,2578.125,RECOLETA
2855,500000.0,168.0,5.0,2976.190476190476,RECOLETA
2865,490000.0,171.0,6.0,2865.497076023392,RECOLETA
2866,580000.0,142.0,6.0,4084.507042253521,RECOLETA
2870,398000.0,117.0,3.0,3401.709401709402,RECOLETA
2872,560000.0,165.0,6.0,3393.939393939394,RECOLETA
2873,530000.0,211.0,6.0,2511.8483412322275,RECOLETA
2874,430000.0,144.0,6.0,2986.1111111111118,RECOLETA
2875,530000.0,215.0,5.0,2465.116279069768,RECOLETA
2876,375000.0,112.0,4.0,3348.214285714286,RECOLETA
2877,298000.0,125.0,4.0,2384.0,RECOLETA
2879,330000.0,82.0,4.0,4024.390243902439,RECOLETA
2880,125000.0,38.0,2.0,3289.4736842105267,RECOLETA
2881,155000.0,44.0,2.0,3522.7272727272725,RECOLETA
2883,359500.0,145.0,5.0,2479.310344827586,RECOLETA
2888,125000.0,43.0,1.0,2906.9767441860467,RECOLETA
2889,305000.0,67.0,3.0,4552.238805970149,RECOLETA
2890,295000.0,65.0,2.0,4538.461538461538,RECOLETA
2891,295000.0,65.0,2.0,4538.461538461538,RECOLETA
2892,228000.0,56.0,2.0,4071.428571428572,RECOLETA
2893,228000.0,56.0,2.0,4071.428571428572,RECOLETA
2895,375000.0,74.0,2.0,5067.567567567568,RECOLETA
2896,370000.0,139.0,3.0,2661.8705035971225,RECOLETA
2898,219000.0,110.0,4.0,1990.909090909091,RECOLETA
2900,285000.0,107.0,4.0,2663.551401869159,RECOLETA
2902,520000.0,189.0,5.0,2751.3227513227507,RECOLETA
2904,230000.0,84.0,3.0,2738.095238095238,RECOLETA
2905,250000.0,83.0,3.0,3012.048192771085,RECOLETA
2909,235000.0,77.0,4.0,3051.948051948052,RECOLETA
2910,220000.0,76.0,3.0,2894.736842105264,RECOLETA
2911,220000.0,100.0,3.0,2200.0,RECOLETA
2912,220000.0,76.0,3.0,2894.736842105264,RECOLETA
2913,212000.0,84.0,3.0,2523.809523809524,RECOLETA
2915,290000.0,129.0,4.0,2248.062015503876,RECOLETA
2922,446193.0,71.0,2.0,6284.408450704225,RECOLETA
2925,340000.0,99.0,4.0,3434.3434343434337,RECOLETA
2926,349000.0,128.0,6.0,2726.5625,RECOLETA
2927,365000.0,140.0,5.0,2607.142857142857,RECOLETA
2934,390000.0,147.0,5.0,2653.061224489796,RECOLETA
2935,375000.0,84.0,3.0,4464.285714285715,RECOLETA
2942,490000.0,201.0,6.0,2437.810945273632,RECOLETA
2945,295000.0,102.0,3.0,2892.1568627450984,RECOLETA
2948,350000.0,115.0,4.0,3043.478260869565,RECOLETA
2950,320000.0,90.0,3.0,3555.555555555556,RECOLETA
2951,276000.0,86.0,2.0,3209.302325581395,RECOLETA
2952,233000.0,63.0,2.0,3698.412698412698,RECOLETA
2953,460000.0,157.0,4.0,2929.936305732484,RECOLETA
2961,298000.0,104.0,2.0,2865.384615384615,RECOLETA
2966,398000.0,180.0,2.0,2211.1111111111118,RECOLETA
2967,295000.0,78.0,4.0,3782.0512820512818,RECOLETA
2968,520000.0,176.0,4.0,2954.5454545454545,RECOLETA
2969,214000.0,62.0,1.0,3451.6129032258063,RECOLETA
2970,221000.0,62.0,1.0,3564.5161290322585,RECOLETA
2971,250000.0,65.0,2.0,3846.1538461538457,RECOLETA
2976,410000.0,153.0,5.0,2679.738562091504,RECOLETA
2977,350000.0,85.0,2.0,4117.64705882353,RECOLETA
2981,415000.0,84.0,3.0,4940.476190476191,RECOLETA
2982,449093.0,84.0,3.0,5346.345238095239,RECOLETA
2983,503425.0,105.0,3.0,4794.523809523809,RECOLETA
2985,336877.0,67.0,2.0,5028.014925373134,RECOLETA
2987,365000.0,112.0,4.0,3258.928571428572,RECOLETA
2989,508000.0,105.0,3.0,4838.095238095239,RECOLETA
2991,300000.0,112.0,2.0,2678.5714285714284,RECOLETA
2993,220000.0,62.0,3.0,3548.3870967741937,RECOLETA
2994,110000.0,42.0,2.0,2619.04761904762,RECOLETA
2996,520000.0,194.0,4.0,2680.412371134021,RECOLETA
2998,220000.0,138.0,3.0,1594.2028985507247,RECOLETA
2999,330000.0,108.0,5.0,3055.555555555556,RECOLETA
3001,380000.0,113.0,3.0,3362.8318584070803,RECOLETA
3002,130000.0,43.0,2.0,3023.255813953489,RECOLETA
3004,365000.0,113.0,4.0,3230.088495575221,RECOLETA
3005,305000.0,132.0,3.0,2310.6060606060605,RECOLETA
3006,259000.0,95.0,4.0,2726.315789473684,RECOLETA
3007,193800.0,64.0,2.0,3028.125,RECOLETA
3008,144800.0,45.0,1.0,3217.777777777778,RECOLETA
3009,250000.0,64.0,3.0,3906.25,RECOLETA
3011,420000.0,220.0,4.0,1909.090909090909,RECOLETA
3012,330000.0,122.0,5.0,2704.918032786885,RECOLETA
3013,330000.0,122.0,5.0,2704.918032786885,RECOLETA
3014,570000.0,202.0,7.0,2821.7821782178216,RECOLETA
3018,200000.0,70.0,1.0,2857.142857142857,RECOLETA
3019,99500.0,40.0,2.0,2487.5,RECOLETA
3020,350000.0,108.0,4.0,3240.740740740741,RECOLETA
3023,485000.0,122.0,3.0,3975.409836065574,RECOLETA
3024,152000.0,46.0,1.0,3304.347826086957,RECOLETA
3027,190000.0,64.0,3.0,2968.75,RECOLETA
3030,580000.0,204.0,4.0,2843.137254901961,RECOLETA
3032,295000.0,49.0,2.0,6020.408163265306,RECOLETA
3033,500000.0,107.0,3.0,4672.897196261682,RECOLETA
3034,193800.0,64.0,2.0,3028.125,RECOLETA
3035,144800.0,45.0,1.0,3217.777777777778,RECOLETA
3037,520000.0,150.0,4.0,3466.666666666666,RECOLETA
3038,260000.0,105.0,6.0,2476.190476190476,RECOLETA
3039,410000.0,164.0,5.0,2500.0,RECOLETA
3040,245000.0,78.0,3.0,3141.0256410256407,RECOLETA
3041,245000.0,78.0,3.0,3141.0256410256407,RECOLETA
3042,235000.0,98.0,3.0,2397.959183673469,RECOLETA
3043,290000.0,96.0,4.0,3020.833333333333,RECOLETA
3044,144800.0,52.0,1.0,2784.615384615385,RECOLETA
3045,199900.0,90.0,3.0,2221.1111111111118,RECOLETA
3046,525000.0,156.0,5.0,3365.384615384615,RECOLETA
3047,320000.0,49.0,2.0,6530.61224489796,RECOLETA
3048,480000.0,168.0,5.0,2857.142857142857,RECOLETA
3052,297000.0,208.0,4.0,1427.8846153846157,RECOLETA
3054,168000.0,47.0,1.0,3574.468085106383,RECOLETA
3055,450000.0,196.0,6.0,2295.9183673469392,RECOLETA
3056,269000.0,105.0,3.0,2561.904761904762,RECOLETA
3057,360000.0,130.0,6.0,2769.230769230769,RECOLETA
3058,310000.0,100.0,3.0,3100.0,RECOLETA
3059,122920.0,43.0,1.0,2858.6046511627906,RECOLETA
3060,133178.0,42.0,1.0,3170.904761904762,RECOLETA
3061,390000.0,141.0,6.0,2765.9574468085107,RECOLETA
3062,446193.0,71.0,1.0,6284.408450704225,RECOLETA
3063,114900.0,37.0,2.0,3105.4054054054054,RECOLETA
3070,120000.0,42.0,1.0,2857.142857142857,RECOLETA
3071,170000.0,79.0,3.0,2151.8987341772154,RECOLETA
3073,419500.0,95.0,3.0,4415.789473684211,RECOLETA
3074,261000.0,47.0,1.0,5553.191489361701,RECOLETA
3075,330000.0,114.0,4.0,2894.736842105264,RECOLETA
3076,270000.0,90.0,4.0,3000.0,RECOLETA
3078,319000.0,124.0,3.0,2572.5806451612907,RECOLETA
3080,390000.0,120.0,4.0,3250.0,RECOLETA
3082,250000.0,164.0,4.0,1524.3902439024394,RECOLETA
3083,265000.0,85.0,4.0,3117.6470588235293,RECOLETA
3085,390000.0,120.0,4.0,3250.0,RECOLETA
3086,310000.0,114.0,4.0,2719.298245614036,RECOLETA
3087,355000.0,104.0,3.0,3413.4615384615386,RECOLETA
3088,209000.0,90.0,3.0,2322.222222222222,RECOLETA
3089,430000.0,162.0,7.0,2654.320987654321,RECOLETA
3090,135000.0,52.0,2.0,2596.153846153846,RECOLETA
3092,415000.0,145.0,3.0,2862.0689655172414,RECOLETA
3093,195000.0,100.0,2.0,1950.0,RECOLETA
3094,565000.0,184.0,4.0,3070.652173913043,RECOLETA
3095,420000.0,159.0,6.0,2641.509433962264,RECOLETA
3096,298000.0,164.0,4.0,1817.0731707317077,RECOLETA
3098,330000.0,120.0,4.0,2750.0,RECOLETA
3099,154000.0,43.0,3.0,3581.395348837209,RECOLETA
3100,154000.0,43.0,3.0,3581.395348837209,RECOLETA
3102,135000.0,45.0,2.0,3000.0,RECOLETA
3103,135000.0,45.0,2.0,3000.0,RECOLETA
3104,395000.0,118.0,4.0,3347.4576271186443,RECOLETA
3105,395000.0,118.0,4.0,3347.4576271186443,RECOLETA
3106,459000.0,85.0,3.0,5400.0,RECOLETA
3107,459000.0,85.0,3.0,5400.0,RECOLETA
3108,345000.0,114.0,4.0,3026.315789473684,RECOLETA
3109,345000.0,114.0,4.0,3026.315789473684,RECOLETA
3110,260000.0,86.0,3.0,3023.255813953489,RECOLETA
3111,260000.0,86.0,3.0,3023.255813953489,RECOLETA
3115,460000.0,112.0,3.0,4107.142857142857,RECOLETA
3116,330000.0,98.0,1.0,3367.3469387755104,RECOLETA
3118,370000.0,145.0,5.0,2551.7241379310344,RECOLETA
3119,380000.0,161.0,5.0,2360.2484472049687,RECOLETA
3120,450000.0,150.0,4.0,3000.0,RECOLETA
3121,380000.0,208.0,4.0,1826.923076923077,RECOLETA
3123,355000.0,187.0,4.0,1898.395721925133,RECOLETA
3125,280000.0,115.0,4.0,2434.782608695652,RECOLETA
3127,495000.0,102.0,4.0,4852.941176470587,RECOLETA
3129,435000.0,150.0,4.0,2900.0,RECOLETA
3131,450000.0,93.0,3.0,4838.709677419355,RECOLETA
3132,161010.0,46.0,1.0,3500.217391304348,RECOLETA
3133,181486.0,51.0,1.0,3558.549019607843,RECOLETA
3134,180288.0,50.0,1.0,3605.76,RECOLETA
3135,365000.0,113.0,4.0,3230.088495575221,RECOLETA
3136,530000.0,200.0,5.0,2650.0,RECOLETA
3145,388000.0,110.0,4.0,3527.2727272727275,RECOLETA
3147,163588.0,89.0,1.0,1838.0674157303365,RECOLETA
3151,480000.0,172.0,4.0,2790.697674418605,RECOLETA
3152,280000.0,115.0,4.0,2434.782608695652,RECOLETA
3154,175000.0,41.0,1.0,4268.292682926829,RECOLETA
3156,129134.0,42.0,1.0,3074.619047619048,RECOLETA
3157,127262.0,37.0,1.0,3439.5135135135133,RECOLETA
3158,125391.0,37.0,1.0,3388.945945945946,RECOLETA
3159,359000.0,98.0,3.0,3663.2653061224487,RECOLETA
3165,550000.0,168.0,4.0,3273.809523809524,RECOLETA
3167,289000.0,105.0,4.0,2752.3809523809527,RECOLETA
3168,480000.0,120.0,4.0,4000.0,RECOLETA
3169,350000.0,115.0,4.0,3043.478260869565,RECOLETA
3173,210000.0,100.0,2.0,2100.0,RECOLETA
3174,370000.0,145.0,5.0,2551.7241379310344,RECOLETA
3176,295000.0,105.0,4.0,2809.523809523809,RECOLETA
3177,269000.0,105.0,3.0,2561.904761904762,RECOLETA
3178,269000.0,105.0,3.0,2561.904761904762,RECOLETA
3179,270000.0,90.0,4.0,3000.0,RECOLETA
3180,131740.0,37.0,1.0,3560.540540540541,RECOLETA
3183,370000.0,149.0,6.0,2483.221476510067,RECOLETA
3185,396000.0,114.0,1.0,3473.684210526316,RECOLETA
3186,352000.0,95.0,1.0,3705.263157894737,RECOLETA
3189,242000.0,88.0,3.0,2750.0,RECOLETA
3190,183000.0,60.0,3.0,3050.0,RECOLETA
3191,299000.0,124.0,4.0,2411.2903225806454,RECOLETA
3288,450000.0,183.0,5.0,2459.016393442623,RECOLETA
3291,190000.0,63.0,2.0,3015.873015873016,RECOLETA
3292,112000.0,40.0,2.0,2800.0,RECOLETA
3299,535000.0,202.0,4.0,2648.5148514851485,RECOLETA
3315,500000.0,171.0,4.0,2923.9766081871344,RECOLETA
3316,245000.0,85.0,3.0,2882.3529411764707,RECOLETA
3317,335000.0,54.0,2.0,6203.703703703704,RECOLETA
3318,440000.0,125.0,4.0,3520.0,RECOLETA
3319,365000.0,148.0,4.0,2466.2162162162163,RECOLETA
3320,235000.0,64.0,2.0,3671.875,RECOLETA
3322,215000.0,59.0,2.0,3644.06779661017,RECOLETA
3323,238000.0,169.0,3.0,1408.2840236686388,RECOLETA
3324,325000.0,104.0,3.0,3125.0,RECOLETA
3325,490000.0,160.0,4.0,3062.5,RECOLETA
3326,125000.0,58.0,1.0,2155.172413793104,RECOLETA
3327,130000.0,37.0,2.0,3513.5135135135133,RECOLETA
3328,181486.0,54.0,1.0,3360.851851851852,RECOLETA
3331,345000.0,134.0,5.0,2574.626865671642,RECOLETA
3332,315000.0,98.0,4.0,3214.285714285714,RECOLETA
3333,320000.0,85.0,3.0,3764.705882352941,RECOLETA
3335,400000.0,140.0,6.0,2857.142857142857,RECOLETA
3337,360000.0,138.0,4.0,2608.695652173913,RECOLETA
3338,270000.0,95.0,4.0,2842.105263157894,RECOLETA
3339,360000.0,128.0,4.0,2812.5,RECOLETA
3340,178187.0,51.0,1.0,3493.86274509804,RECOLETA
3341,269000.0,99.0,4.0,2717.171717171717,RECOLETA
3342,520000.0,150.0,5.0,3466.666666666666,RECOLETA
3343,490000.0,190.0,4.0,2578.9473684210525,RECOLETA
3344,275000.0,126.0,2.0,2182.5396825396824,RECOLETA
3346,249000.0,94.0,5.0,2648.9361702127662,RECOLETA
3347,277000.0,101.0,3.0,2742.5742574257424,RECOLETA
3348,435000.0,212.0,4.0,2051.8867924528304,RECOLETA
3349,275000.0,95.0,4.0,2894.736842105264,RECOLETA
3350,209000.0,82.0,3.0,2548.7804878048787,RECOLETA
3351,480000.0,170.0,5.0,2823.529411764706,RECOLETA
3352,110000.0,47.0,2.0,2340.4255319148942,RECOLETA
3353,110000.0,47.0,2.0,2340.4255319148942,RECOLETA
3355,230000.0,94.0,4.0,2446.8085106382982,RECOLETA
3356,169000.0,62.0,2.0,2725.8064516129034,RECOLETA
3357,350000.0,111.0,4.0,3153.153153153153,RECOLETA
3361,161000.0,46.0,1.0,3500.0,RECOLETA
3362,181490.0,51.0,1.0,3558.627450980392,RECOLETA
3363,184150.0,50.0,1.0,3683.0,RECOLETA
3364,470000.0,131.0,5.0,3587.7862595419847,RECOLETA
3366,250000.0,77.0,4.0,3246.753246753247,RECOLETA
3368,270000.0,122.0,3.0,2213.114754098361,RECOLETA
3369,470000.0,140.0,4.0,3357.142857142857,RECOLETA
3371,390000.0,102.0,4.0,3823.529411764706,RECOLETA
3372,135000.0,46.0,2.0,2934.782608695652,RECOLETA
3373,510000.0,139.0,5.0,3669.064748201439,RECOLETA
3376,137000.0,37.0,1.0,3702.702702702704,RECOLETA
3377,386000.0,125.0,4.0,3088.0,RECOLETA
3378,170000.0,55.0,2.0,3090.909090909091,RECOLETA
3379,175000.0,55.0,2.0,3181.818181818182,RECOLETA
3380,138000.0,45.0,2.0,3066.666666666666,RECOLETA
3383,498000.0,150.0,5.0,3320.0,RECOLETA
3384,250000.0,96.0,3.0,2604.1666666666665,RECOLETA
3386,420000.0,102.0,4.0,4117.64705882353,RECOLETA
3387,389000.0,180.0,4.0,2161.1111111111118,RECOLETA
3389,185000.0,57.0,3.0,3245.61403508772,RECOLETA
3390,260000.0,87.0,4.0,2988.5057471264367,RECOLETA
3396,480000.0,196.0,5.0,2448.9795918367345,RECOLETA
3403,130000.0,44.0,1.0,2954.5454545454545,RECOLETA
3404,465000.0,155.0,6.0,3000.0,RECOLETA
3406,240000.0,89.0,3.0,2696.629213483146,RECOLETA
3407,190000.0,68.0,3.0,2794.1176470588234,RECOLETA
3408,475000.0,146.0,6.0,3253.4246575342468,RECOLETA
3409,285000.0,100.0,4.0,2850.0,RECOLETA
3410,540000.0,202.0,4.0,2673.267326732673,RECOLETA
3412,360000.0,155.0,5.0,2322.5806451612907,RECOLETA
3413,450000.0,173.0,5.0,2601.156069364162,RECOLETA
3414,185000.0,65.0,2.0,2846.1538461538457,RECOLETA
3416,302000.0,104.0,3.0,2903.8461538461543,RECOLETA
3418,338000.0,95.0,3.0,3557.894736842105,RECOLETA
3419,199000.0,82.0,3.0,2426.829268292683,RECOLETA
3420,195000.0,70.0,4.0,2785.714285714286,RECOLETA
3422,135000.0,45.0,2.0,3000.0,RECOLETA
3423,298000.0,164.0,4.0,1817.0731707317077,RECOLETA
3426,144800.0,45.0,2.0,3217.777777777778,RECOLETA
3429,210000.0,100.0,1.0,2100.0,RECOLETA
3430,449093.0,84.0,3.0,5346.345238095239,RECOLETA
3431,520000.0,202.0,6.0,2574.2574257425745,RECOLETA
3432,270000.0,49.0,2.0,5510.2040816326535,RECOLETA
3433,265000.0,89.0,4.0,2977.5280898876404,RECOLETA
3434,490000.0,144.0,4.0,3402.777777777778,RECOLETA
3435,180000.0,110.0,2.0,1636.3636363636365,RECOLETA
3436,380000.0,83.0,3.0,4578.313253012047,RECOLETA
3437,297000.0,105.0,4.0,2828.5714285714284,RECOLETA
3438,230000.0,68.0,2.0,3382.3529411764707,RECOLETA
3439,490000.0,144.0,4.0,3402.777777777778,RECOLETA
3441,144800.0,45.0,2.0,3217.777777777778,RECOLETA
3444,340000.0,120.0,4.0,2833.333333333333,RECOLETA
3449,320000.0,105.0,4.0,3047.619047619048,RECOLETA
3450,135000.0,64.0,3.0,2109.375,RECOLETA
3451,195000.0,40.0,1.0,4875.0,RECOLETA
3453,250000.0,202.0,3.0,1237.6237623762374,RECOLETA
3454,350000.0,115.0,3.0,3043.478260869565,RECOLETA
3456,298000.0,162.0,4.0,1839.5061728395065,RECOLETA
3457,390000.0,109.0,5.0,3577.981651376146,RECOLETA
3458,310000.0,104.0,5.0,2980.769230769231,RECOLETA
3459,339000.0,113.0,4.0,3000.0,RECOLETA
3460,280000.0,100.0,4.0,2800.0,RECOLETA
3462,351500.0,110.0,4.0,3195.454545454545,RECOLETA
3464,169000.0,55.0,2.0,3072.7272727272725,RECOLETA
3468,298000.0,95.0,3.0,3136.842105263158,RECOLETA
3474,234000.0,80.0,3.0,2925.0,RECOLETA
3475,240000.0,86.0,3.0,2790.697674418605,RECOLETA
3476,580000.0,215.0,4.0,2697.674418604651,RECOLETA
3479,199999.0,47.0,1.0,4255.297872340426,RECOLETA
3480,415000.0,186.0,4.0,2231.182795698925,RECOLETA
3481,130000.0,40.0,1.0,3250.0,RECOLETA
3483,315000.0,94.0,4.0,3351.0638297872338,RECOLETA
3487,230000.0,44.0,2.0,5227.272727272727,RECOLETA
3488,550000.0,137.0,5.0,4014.598540145985,RECOLETA
3490,109000.0,46.0,1.0,2369.5652173913045,RECOLETA
3491,159000.0,55.0,2.0,2890.909090909091,RECOLETA
3493,387000.0,117.0,4.0,3307.692307692308,RECOLETA
3494,359000.0,92.0,3.0,3902.173913043479,RECOLETA
3495,365000.0,60.0,3.0,6083.333333333332,RECOLETA
3496,570000.0,184.0,6.0,3097.826086956521,RECOLETA
3497,153000.0,45.0,2.0,3400.0,RECOLETA
3501,415000.0,124.0,5.0,3346.7741935483878,RECOLETA
3504,280000.0,132.0,3.0,2121.212121212121,RECOLETA
3505,280000.0,132.0,4.0,2121.212121212121,RECOLETA
3508,310000.0,117.0,4.0,2649.572649572649,RECOLETA
3509,230000.0,63.0,2.0,3650.7936507936506,RECOLETA
3510,548000.0,135.0,3.0,4059.259259259259,RECOLETA
3511,440000.0,113.0,2.0,3893.805309734513,RECOLETA
3512,295000.0,75.0,3.0,3933.333333333334,RECOLETA
3514,260000.0,39.0,1.0,6666.666666666668,RECOLETA
3515,487000.0,124.0,3.0,3927.4193548387098,RECOLETA
3520,575000.0,196.0,3.0,2933.673469387755,RECOLETA
3523,360000.0,93.0,3.0,3870.967741935484,RECOLETA
3526,240000.0,62.0,1.0,3870.967741935484,RECOLETA
3527,370000.0,125.0,3.0,2960.0,RECOLETA
3528,575000.0,196.0,4.0,2933.673469387755,RECOLETA
3529,530000.0,201.0,4.0,2636.8159203980103,RECOLETA
3530,390000.0,102.0,3.0,3823.529411764706,RECOLETA
3533,132000.0,37.0,2.0,3567.567567567568,RECOLETA
3534,259500.0,105.0,3.0,2471.428571428572,RECOLETA
3540,289000.0,105.0,4.0,2752.3809523809527,RECOLETA
3541,345000.0,122.0,5.0,2827.8688524590166,RECOLETA
3543,280000.0,80.0,3.0,3500.0,RECOLETA
3545,365000.0,64.0,3.0,5703.125,RECOLETA
3546,325000.0,120.0,3.0,2708.333333333333,RECOLETA
3547,420000.0,102.0,4.0,4117.64705882353,RECOLETA
3548,330000.0,147.0,4.0,2244.8979591836733,RECOLETA
3549,385000.0,158.0,4.0,2436.7088607594933,RECOLETA
3550,360000.0,66.0,2.0,5454.545454545455,RECOLETA
3551,340000.0,154.0,4.0,2207.792207792208,RECOLETA
3552,270000.0,70.0,3.0,3857.142857142857,RECOLETA
3554,107000.0,44.0,2.0,2431.818181818182,RECOLETA
3555,335000.0,110.0,4.0,3045.454545454545,RECOLETA
3556,380000.0,112.0,4.0,3392.857142857143,RECOLETA
3557,299000.0,122.0,3.0,2450.8196721311474,RECOLETA
3561,205200.0,43.0,1.0,4772.093023255814,RECOLETA
3562,255000.0,75.0,4.0,3400.0,RECOLETA
3566,208747.0,42.0,1.0,4970.166666666667,RECOLETA
3567,220032.0,44.0,1.0,5000.727272727273,RECOLETA
3568,169000.0,50.0,2.0,3380.0,RECOLETA
3569,155000.0,43.0,1.0,3604.6511627906975,RECOLETA
3570,228000.0,75.0,1.0,3040.0,RECOLETA
3572,159000.0,55.0,2.0,2890.909090909091,RECOLETA
3574,230000.0,70.0,3.0,3285.714285714286,RECOLETA
3575,235000.0,80.0,3.0,2937.5,RECOLETA
3576,360000.0,100.0,4.0,3600.0,RECOLETA
